REPO_PATH: code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/diabetes/non_insulin_dm_meds_dmd.csv
FILE_NAME: non_insulin_dm_meds_dmd.csv

CONTENT_START
dmd_code,term,drug_class_1,drug_class_2,drug_substance_1,drug_substance_2
30112111000001103,Pioglitazone 30mg tablets (DE Pharmaceuticals) (product),TZD,NA,Pioglitazone,NA
30112211000001109,Pioglitazone 30mg tablets (DE Pharmaceuticals) 28 tablet (product),TZD,NA,Pioglitazone,NA
30112311000001101,Pioglitazone 45mg tablets (DE Pharmaceuticals) (product),TZD,NA,Pioglitazone,NA
30112411000001108,Pioglitazone 45mg tablets (DE Pharmaceuticals) 28 tablet (product),TZD,NA,Pioglitazone,NA
30134511000001106,Glibenclamide 2.5mg tablets (Mawdsley-Brooks & Company Ltd) (product),SU,NA,Glibenclamide,NA
30134611000001105,Glibenclamide 2.5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product),SU,NA,Glibenclamide,NA
30134711000001101,Glibenclamide 5mg tablets (Mawdsley-Brooks & Company Ltd) (product),SU,NA,Glibenclamide,NA
30134811000001109,Glibenclamide 5mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product),SU,NA,Glibenclamide,NA
30134911000001104,Gliclazide 80mg tablets (Mawdsley-Brooks & Company Ltd) (product),SU,NA,Gliclazide,NA
30135011000001104,Gliclazide 80mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product),SU,NA,Gliclazide,NA
30135111000001103,Gliclazide 80mg tablets (Mawdsley-Brooks & Company Ltd) 60 tablet (product),SU,NA,Gliclazide,NA
30135211000001109,Gliclazide 30mg modified-release tablets (Mawdsley-Brooks & Company Ltd) (product),SU,NA,Gliclazide,NA
30135311000001101,Gliclazide 30mg modified-release tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product),SU,NA,Gliclazide,NA
30135411000001108,Gliclazide 30mg modified-release tablets (Mawdsley-Brooks & Company Ltd) 56 tablet (product),SU,NA,Gliclazide,NA
30137811000001100,Glimepiride 2mg tablets (Mawdsley-Brooks & Company Ltd) (product),SU,NA,Glimepiride,NA
30137911000001105,Glimepiride 2mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product),SU,NA,Glimepiride,NA
30138311000001105,Glimepiride 3mg tablets (Mawdsley-Brooks & Company Ltd) (product),SU,NA,Glimepiride,NA
30138411000001103,Glimepiride 3mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product),SU,NA,Glimepiride,NA
30138511000001104,Glimepiride 4mg tablets (Mawdsley-Brooks & Company Ltd) (product),SU,NA,Glimepiride,NA
30138611000001100,Glimepiride 4mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product),SU,NA,Glimepiride,NA
30173311000001100,Empagliflozin 5mg / Metformin 850mg tablets 56 tablet (product),SGLT2,MFN,Empagliflozin,Metformin
30173911000001104,Empagliflozin 5mg / Metformin 1g tablets 56 tablet (product),SGLT2,MFN,Empagliflozin,Metformin
30174711000001104,Empagliflozin 12.5mg / Metformin 850mg tablets 56 tablet (product),SGLT2,MFN,Empagliflozin,Metformin
3017501000001102,Glimepiride 2mg tablet - product,SU,NA,Glimepiride,NA
30175611000001109,Empagliflozin 12.5mg / Metformin 1g tablets 56 tablet (product),SGLT2,MFN,Empagliflozin,Metformin
30204011000001106,Glipizide 5mg tablets (Mawdsley-Brooks & Company Ltd) (product),SU,NA,Glipizide,NA
30204111000001107,Glipizide 5mg tablets (Mawdsley-Brooks & Company Ltd) 56 tablet (product),SU,NA,Glipizide,NA
30318111000001109,Empagliflozin 12.5 mg and metformin hydrochloride 1 gram oral tablet 1 tablet tablet,SGLT2,MFN,Empagliflozin,Metformin
30318211000001103,Empagliflozin 12.5 mg and metformin hydrochloride 850 mg oral tablet 1 tablet tablet,SGLT2,MFN,Empagliflozin,Metformin
30318311000001106,Empagliflozin 5 mg and metformin hydrochloride 1 gram oral tablet 1 tablet tablet,SGLT2,MFN,Empagliflozin,Metformin
30318411000001104,Empagliflozin 5 mg and metformin hydrochloride 850 mg oral tablet 1 tablet tablet,SGLT2,MFN,Empagliflozin,Metformin
30320611000001109,Empagliflozin + Metformin (product),SGLT2,MFN,Empagliflozin,Metformin
30457511000001103,Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices 3 pre-filled disposable injection (product),GLP1,NA,Liraglutide,NA
3046701000001103,Troglitazone 200mg tablet - product,TZD,NA,Troglitazone,NA
3046801000001107,Troglitazone 300mg tablet - product,TZD,NA,Troglitazone,NA
3046901000001101,Troglitazone 400mg tablet - product,TZD,NA,Troglitazone,NA
305701000001107,Glipizide 5mg tablet - product,SU,NA,Glipizide,NA
30763311000001100,Metformin 500mg modified-release tablets (Almus Pharmaceuticals Ltd) (product),MFN,NA,Metformin,NA
30763411000001107,Metformin 500mg modified-release tablets (Almus Pharmaceuticals Ltd) 28 tablet (product),MFN,NA,Metformin,NA
30763511000001106,Metformin 500mg modified-release tablets (Almus Pharmaceuticals Ltd) 56 tablet (product),MFN,NA,Metformin,NA
30779711000001107,Repaglinide 500microgram tablets (Aspire Pharma Ltd) 30 tablet 3 x 10 tablets (product),Glinide,NA,Repaglinide,NA
30779811000001104,Repaglinide 1mg tablets (Aspire Pharma Ltd) 30 tablet 3 x 10 tablets (product),Glinide,NA,Repaglinide,NA
30827811000001105,Metformin 500mg modified-release tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product),MFN,NA,Metformin,NA
30828011000001103,Metformin 1g modified-release tablets (Mawdsley-Brooks & Company Ltd) (product),MFN,NA,Metformin,NA
30828211000001108,Metformin 1g modified-release tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product),MFN,NA,Metformin,NA
30828311000001100,Metformin 1g modified-release tablets (Mawdsley-Brooks & Company Ltd) 56 tablet (product),MFN,NA,Metformin,NA
30829111000001109,Repaglinide 500microgram tablets (DE Pharmaceuticals) (product),Glinide,NA,Repaglinide,NA
30829311000001106,Repaglinide 500microgram tablets (DE Pharmaceuticals) 30 tablet (product),Glinide,NA,Repaglinide,NA
30829411000001104,Repaglinide 500microgram tablets (DE Pharmaceuticals) 90 tablet (product),Glinide,NA,Repaglinide,NA
30857011000001100,Pioglitazone 15mg tablets (Mawdsley-Brooks & Company Ltd) (product),TZD,NA,Pioglitazone,NA
30857111000001104,Pioglitazone 15mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product),TZD,NA,Pioglitazone,NA
30857211000001105,Pioglitazone 30mg tablets (Mawdsley-Brooks & Company Ltd) (product),TZD,NA,Pioglitazone,NA
30857311000001102,Pioglitazone 30mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product),TZD,NA,Pioglitazone,NA
30857411000001109,Pioglitazone 45mg tablets (Mawdsley-Brooks & Company Ltd) (product),TZD,NA,Pioglitazone,NA
30857511000001108,Pioglitazone 45mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product),TZD,NA,Pioglitazone,NA
30875411000001101,Repaglinide 500microgram tablets (Mawdsley-Brooks & Company Ltd) (product),Glinide,NA,Repaglinide,NA
30875511000001102,Repaglinide 500microgram tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product),Glinide,NA,Repaglinide,NA
30875611000001103,Repaglinide 500microgram tablets (Mawdsley-Brooks & Company Ltd) 90 tablet (product),Glinide,NA,Repaglinide,NA
30875711000001107,Repaglinide 1mg tablets (Mawdsley-Brooks & Company Ltd) (product),Glinide,NA,Repaglinide,NA
30875811000001104,Repaglinide 1mg tablets (Mawdsley-Brooks & Company Ltd) 30 tablet (product),Glinide,NA,Repaglinide,NA
30875911000001109,Repaglinide 1mg tablets (Mawdsley-Brooks & Company Ltd) 90 tablet (product),Glinide,NA,Repaglinide,NA
30876011000001101,Repaglinide 2mg tablets (Mawdsley-Brooks & Company Ltd) (product),Glinide,NA,Repaglinide,NA
30876111000001100,Repaglinide 2mg tablets (Mawdsley-Brooks & Company Ltd) 90 tablet (product),Glinide,NA,Repaglinide,NA
30928411000001102,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (DE Pharmaceuticals) (product),GLP1,NA,Liraglutide,NA
30928511000001103,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (DE Pharmaceuticals) 2 pre-filled disposable injection (product),GLP1,NA,Liraglutide,NA
30928611000001104,Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices (DE Pharmaceuticals) 3 pre-filled disposable injection (product),GLP1,NA,Liraglutide,NA
30933011000001102,Alogliptin 12.5mg / Metformin 1g tablets (Ennogen Healthcare Ltd) (product),DPP4,MFN,Alogliptin,Metformin
30933111000001101,Alogliptin 12.5mg / Metformin 1g tablets (Ennogen Healthcare Ltd) 56 tablet (product),DPP4,MFN,Alogliptin,Metformin
30933211000001107,Alogliptin 12.5mg tablets (Ennogen Healthcare Ltd) (product),DPP4,NA,Alogliptin,NA
30933311000001104,Alogliptin 12.5mg tablets (Ennogen Healthcare Ltd) 28 tablet (product),DPP4,NA,Alogliptin,NA
30933411000001106,Alogliptin 25mg tablets (Ennogen Healthcare Ltd) (product),DPP4,NA,Alogliptin,NA
30933511000001105,Alogliptin 25mg tablets (Ennogen Healthcare Ltd) 28 tablet (product),DPP4,NA,Alogliptin,NA
30933611000001109,Alogliptin 6.25mg tablets (Ennogen Healthcare Ltd) (product),DPP4,NA,Alogliptin,NA
30933711000001100,Alogliptin 6.25mg tablets (Ennogen Healthcare Ltd) 28 tablet (product),DPP4,NA,Alogliptin,NA
30984211000001104,Gliclazide 60mg modified-release tablets 56 tablet (product),SU,NA,Gliclazide,NA
30989911000001109,Metformin 500mg modified-release tablets (Alliance Healthcare (Distribution) Ltd) (product),MFN,NA,Metformin,NA
30990011000001101,Metformin 500mg modified-release tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet (product),MFN,NA,Metformin,NA
30990111000001100,Metformin 500mg modified-release tablets (Alliance Healthcare (Distribution) Ltd) 56 tablet (product),MFN,NA,Metformin,NA
31014211000001103,Albiglutide 30mg powder and solvent for solution for injection pre-filled disposable devices 4 pre-filled disposable injection (product),GLP1,NA,Albiglutide,NA
31014511000001100,Albiglutide 50mg powder and solvent for solution for injection pre-filled disposable devices 4 pre-filled disposable injection (product),GLP1,NA,Albiglutide,NA
31015711000001109,Albiglutide 30 mg powder and solvent for solution for injection 1 pre-filled disposable injection pre-filled disposable injection,GLP1,NA,Albiglutide,NA
31015811000001101,Albiglutide 50 mg powder and solvent for solution for injection 1 pre-filled disposable injection pre-filled disposable injection,GLP1,NA,Albiglutide,NA
31016111000001102,Albiglutide (product),GLP1,NA,Albiglutide,NA
31351711000001102,Alogliptin 12.5mg / Metformin 1g tablets (J M McGill Ltd) (product),DPP4,MFN,Alogliptin,Metformin
31351811000001105,Alogliptin 12.5mg / Metformin 1g tablets (J M McGill Ltd) 56 tablet (product),DPP4,MFN,Alogliptin,Metformin
31351911000001100,Alogliptin 12.5mg tablets (J M McGill Ltd) (product),DPP4,NA,Alogliptin,NA
31352011000001107,Alogliptin 12.5mg tablets (J M McGill Ltd) 28 tablet (product),DPP4,NA,Alogliptin,NA
31352111000001108,Alogliptin 25mg tablets (J M McGill Ltd) (product),DPP4,NA,Alogliptin,NA
31352211000001102,Alogliptin 25mg tablets (J M McGill Ltd) 28 tablet (product),DPP4,NA,Alogliptin,NA
31352311000001105,Alogliptin 6.25mg tablets (J M McGill Ltd) (product),DPP4,NA,Alogliptin,NA
31352411000001103,Alogliptin 6.25mg tablets (J M McGill Ltd) 28 tablet (product),DPP4,NA,Alogliptin,NA
32181311000001100,Alogliptin 12.5mg / Metformin 1g tablets (Niche Pharma Ltd) (product),DPP4,MFN,Alogliptin,Metformin
32181411000001107,Alogliptin 12.5mg / Metformin 1g tablets (Niche Pharma Ltd) 56 tablet (product),DPP4,MFN,Alogliptin,Metformin
32182511000001103,Alogliptin 12.5mg tablets (Niche Pharma Ltd) (product),DPP4,NA,Alogliptin,NA
32182611000001104,Alogliptin 12.5mg tablets (Niche Pharma Ltd) 28 tablet (product),DPP4,NA,Alogliptin,NA
32182811000001100,Alogliptin 25mg tablets (Niche Pharma Ltd) (product),DPP4,NA,Alogliptin,NA
32182911000001105,Alogliptin 25mg tablets (Niche Pharma Ltd) 28 tablet (product),DPP4,NA,Alogliptin,NA
32183011000001102,Alogliptin 6.25mg tablets (Niche Pharma Ltd) (product),DPP4,NA,Alogliptin,NA
32183111000001101,Alogliptin 6.25mg tablets (Niche Pharma Ltd) 28 tablet (product),DPP4,NA,Alogliptin,NA
32413911000001101,Gliclazide 80mg tablets (Genesis Pharmaceuticals Ltd) (product),SU,NA,Gliclazide,NA
32414011000001103,Gliclazide 80mg tablets (Genesis Pharmaceuticals Ltd) 60 tablet 4 x 15 tablets,SU,NA,Gliclazide,NA
32414211000001108,Gliclazide 80mg tablets (Genesis Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
32423011000001106,Metformin 1g modified-release tablets (Kent Pharma (UK) Ltd),MFN,NA,Metformin,NA
32423211000001101,Metformin 1g modified-release tablets (Kent Pharma (UK) Ltd) 28 tablet,MFN,NA,Metformin,NA
32423311000001109,Metformin 1g modified-release tablets (Kent Pharma (UK) Ltd) 56 tablet,MFN,NA,Metformin,NA
32431711000001109,Alogliptin 12.5mg / Metformin 1g tablets (Colorama Pharmaceuticals Ltd) (product),DPP4,MFN,Alogliptin,Metformin
32431811000001101,Alogliptin 12.5mg / Metformin 1g tablets (Colorama Pharmaceuticals Ltd) 56 tablet (product),DPP4,MFN,Alogliptin,Metformin
32431911000001106,Alogliptin 12.5mg tablets (Colorama Pharmaceuticals Ltd) (product),DPP4,NA,Alogliptin,NA
32432011000001104,Alogliptin 12.5mg tablets (Colorama Pharmaceuticals Ltd) 28 tablet (product),DPP4,NA,Alogliptin,NA
32432111000001103,Alogliptin 25mg tablets (Colorama Pharmaceuticals Ltd) (product),DPP4,NA,Alogliptin,NA
32432211000001109,Alogliptin 25mg tablets (Colorama Pharmaceuticals Ltd) 28 tablet (product),DPP4,NA,Alogliptin,NA
32492811000001102,Pioglitazone 15mg tablets (Brown & Burk UK Ltd) (product),TZD,NA,Pioglitazone,NA
32492911000001107,Pioglitazone 15mg tablets (Brown & Burk UK Ltd) 28 tablet 2 x 14 tablets (product),TZD,NA,Pioglitazone,NA
32493011000001104,Pioglitazone 30mg tablets (Brown & Burk UK Ltd) (product),TZD,NA,Pioglitazone,NA
32493111000001103,Pioglitazone 30mg tablets (Brown & Burk UK Ltd) 28 tablet 2 x 14 tablets (product),TZD,NA,Pioglitazone,NA
32493211000001109,Pioglitazone 45mg tablets (Brown & Burk UK Ltd) (product),TZD,NA,Pioglitazone,NA
32493311000001101,Pioglitazone 45mg tablets (Brown & Burk UK Ltd) 28 tablet 2 x 14 tablets (product),TZD,NA,Pioglitazone,NA
32493411000001108,Glimepiride 1mg tablets (Brown & Burk UK Ltd) (product),SU,NA,Glimepiride,NA
32493511000001107,Glimepiride 1mg tablets (Brown & Burk UK Ltd) 30 tablet 2 x 15 tablets (product),SU,NA,Glimepiride,NA
32493611000001106,Glimepiride 2mg tablets (Brown & Burk UK Ltd) (product),SU,NA,Glimepiride,NA
32493711000001102,Glimepiride 2mg tablets (Brown & Burk UK Ltd) 30 tablet 2 x 15 tablets (product),SU,NA,Glimepiride,NA
32493811000001105,Glimepiride 3mg tablets (Brown & Burk UK Ltd) (product),SU,NA,Glimepiride,NA
32493911000001100,Glimepiride 3mg tablets (Brown & Burk UK Ltd) 30 tablet 2 x 15 tablets (product),SU,NA,Glimepiride,NA
32494011000001102,Glimepiride 4mg tablets (Brown & Burk UK Ltd) (product),SU,NA,Glimepiride,NA
32494111000001101,Glimepiride 4mg tablets (Brown & Burk UK Ltd) 30 tablet 2 x 15 tablets (product),SU,NA,Glimepiride,NA
32498311000001109,Gliclazide 40mg tablets (Accord-UK Ltd),SU,NA,Gliclazide,NA
32498411000001102,Gliclazide 40mg tablets (Accord-UK Ltd) 28 tablet 2 x 14 tablets,SU,NA,Gliclazide,NA
325011000001101,Metformin 850mg tablets (A A H Pharmaceuticals Ltd) (product),MFN,NA,Metformin,NA
325213005,Chlorpropamide 100mg tablets,SU,NA,Chlorpropamide,NA
325214004,Chlorpropamide 250mg tablets,SU,NA,Chlorpropamide,NA
325218001,Glibenclamide 2.5mg tablets,SU,NA,Glibenclamide,NA
325219009,Glibenclamide 5mg tablets,SU,NA,Glibenclamide,NA
325235002,Glibornuride,SU,NA,Glibornuride,NA
325238000,Gliclazide,SU,NA,Gliclazide,NA
325242002,Gliclazide 80mg tablets,SU,NA,Gliclazide,NA
325243007,Glipizide 5mg tablets,SU,NA,Glipizide,NA
325248003,Glipizide 2.5mg tablets,SU,NA,Glipizide,NA
325249006,Gliquidone,SU,NA,Gliquidone,NA
325251005,Gliquidone 30mg tablets,SU,NA,Gliquidone,NA
325252003,Glymidine,SU,NA,Glymidine,NA
325258004,Tolazamide 250mg tablets,SU,NA,Tolazamide,NA
325259007,Glimepiride 2mg tablets,SU,NA,Glimepiride,NA
325261003,Glimepiride 1mg tablets,SU,NA,Glimepiride,NA
325262005,Glimepiride 3mg tablets,SU,NA,Glimepiride,NA
325263000,Glimepiride 4mg tablets,SU,NA,Glimepiride,NA
325267004,Tolbutamide 500mg tablets,SU,NA,Tolbutamide,NA
325278007,Metformin 500mg tablets,MFN,NA,Metformin,NA
325279004,Metformin 850mg tablets,MFN,NA,Metformin,NA
326037007,Acarbose 50mg tablets,Acarbose,NA,Acarbose,NA
326038002,Acarbose 100mg tablets,Acarbose,NA,Acarbose,NA
326047005,Repaglinide 500microgram tablets,Glinide,NA,Repaglinide,NA
326048000,Repaglinide 1mg tablets,Glinide,NA,Repaglinide,NA
326049008,Repaglinide 2mg tablets,Glinide,NA,Repaglinide,NA
326053005,Rosiglitazone,TZD,NA,Rosiglitazone,NA
326056002,Rosiglitazone 8mg tablets,TZD,NA,Rosiglitazone,NA
326057006,Rosiglitazone 4mg tablets,TZD,NA,Rosiglitazone,NA
326058001,Pioglitazone,TZD,NA,Pioglitazone,NA
326061000,Pioglitazone 30mg tablets,TZD,NA,Pioglitazone,NA
326062007,Pioglitazone 15mg tablets,TZD,NA,Pioglitazone,NA
32625811000001104,Sitagliptin 50mg/5ml oral solution 1 ml (product),DPP4,NA,Sitagliptin,NA
32625911000001109,Sitagliptin 50mg/5ml oral solution (Special Order) (product),DPP4,NA,Sitagliptin,NA
32626011000001101,Sitagliptin 50mg/5ml oral solution (Special Order) 1 ml (product),DPP4,NA,Sitagliptin,NA
32638311000001101,Sitagliptin (as sitagliptin phosphate) 10 mg/ml oral solution,DPP4,NA,Sitagliptin,NA
32857311000001105,Sitagliptin 50mg/5ml oral suspension 1 ml (product),DPP4,NA,Sitagliptin,NA
32857511000001104,Sitagliptin 50mg/5ml oral suspension (Special Order) (product),DPP4,NA,Sitagliptin,NA
32857611000001100,Sitagliptin 50mg/5ml oral suspension (Special Order) 1 ml (product),DPP4,NA,Sitagliptin,NA
32860811000001108,Tolazamide 250mg tablets 100 tablet (product),SU,NA,Tolazamide,NA
32860911000001103,Tolazamide 250mg tablets (Imported (United States)) (product),SU,NA,Tolazamide,NA
32861011000001106,Tolazamide 250mg tablets (Imported (United States)) 100 tablet (product),SU,NA,Tolazamide,NA
32861111000001107,Tolazamide 500mg tablets 100 tablet (product),SU,NA,Tolazamide,NA
32861211000001101,Tolazamide 500mg tablets (Imported (United States)) (product),SU,NA,Tolazamide,NA
32861311000001109,Tolazamide 500mg tablets (Imported (United States)) 100 tablet (product),SU,NA,Tolazamide,NA
32879911000001101,Sitagliptin (as sitagliptin phosphate) 10 mg/ml oral suspension,DPP4,NA,Sitagliptin,NA
32977611000001108,Dapagliflozin propanediol monohydrate (substance),SGLT2,NA,Dapagliflozin,NA
33124007,Tolbutamide,SU,NA,Tolbutamide,NA
3328101000001103,Glimepiride 1mg tablet - product,SU,NA,Glimepiride,NA
3328201000001105,Glimepiride 3mg tablet - product,SU,NA,Glimepiride,NA
3328301000001101,Glimepiride 4mg tablet - product,SU,NA,Glimepiride,NA
33425611000001106,Metformin 750mg modified-release tablets (A A H Pharmaceuticals Ltd) (product),MFN,NA,Metformin,NA
33425711000001102,Metformin 750mg modified-release tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product),MFN,NA,Metformin,NA
33428211000001102,Gliclazide 40mg tablets (Alliance Healthcare (Distribution) Ltd) (product),SU,NA,Gliclazide,NA
33428311000001105,Gliclazide 40mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet 2 x 14 tablets (product),SU,NA,Gliclazide,NA
33547611000001107,Metformin 850mg/5ml oral solution sugar free 150 ml (product),MFN,NA,Metformin,NA
33547711000001103,Metformin 850mg/5ml oral solution sugar free (Colonis Pharma Ltd) (product),MFN,NA,Metformin,NA
33547811000001106,Metformin 850mg/5ml oral solution sugar free (Colonis Pharma Ltd) 150 ml (product),MFN,NA,Metformin,NA
33547911000001101,Metformin 1g/5ml oral solution sugar free 150 ml (product),MFN,NA,Metformin,NA
33548011000001104,Metformin 1g/5ml oral solution sugar free (Colonis Pharma Ltd) (product),MFN,NA,Metformin,NA
33548311000001101,Metformin 1g/5ml oral solution sugar free (Colonis Pharma Ltd) 150 ml (product),MFN,NA,Metformin,NA
33548911000001100,Metformin 500mg/5ml oral solution sugar free (Colonis Pharma Ltd) (product),MFN,NA,Metformin,NA
33549411000001100,Metformin 500mg/5ml oral solution sugar free (Colonis Pharma Ltd) 150 ml (product),MFN,NA,Metformin,NA
