REPO_PATH: code_lists/conditions/diabetes/all_diabetes_snomed.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/conditions/diabetes/all_diabetes_snomed.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/conditions/diabetes/all_diabetes_snomed.csv
FILE_NAME: all_diabetes_snomed.csv

CONTENT_START
conceptId,term,category,qof
83161000000107,Type II diabetes mellitus with nephropathy,type 2,0
83171000000100,Type II diabetes mellitus with hypoglycaemic coma,type 2,0
83181000000103,Type II diabetes mellitus with diabetic cataract,type 2,0
83191000000101,Type II diabetes mellitus with peripheral angiopathy,type 2,0
83201000000104,Type II diabetes mellitus with arthropathy,type 2,0
83211000000102,Type II diabetes mellitus with neuropathic arthropathy,type 2,0
832131000000100,Diabetes self-management plan review,unspecified,0
83221000000108,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,type 2,0
83231000000105,Type 2 diabetes mellitus with persistent proteinuria,type 2,0
83241000000101,Type 2 diabetes mellitus with persistent microalbuminuria,type 2,0
83251000000103,Type 2 diabetes mellitus with ketoacidosis,type 2,0
83261000000100,Type 2 diabetes mellitus with ketoacidotic coma,type 2,0
83681000000107,Hypoglycaemic state in diabetes,unspecified,0
837801000000103,Provision of written information about diabetes,unspecified,0
838221000000109,Diabetes quality of life questionnaire (assessment scale),unspecified,0
838231000000106,Assessment using diabetes quality of life questionnaire,unspecified,0
838731000000104,Referral to community diabetes specialist nurse declined (situation),unspecified,0
838741000000108,Referral to community diabetic specialist nurse declined ,unspecified,0
839811000000106,Diabetic retinopathy screening declined,unspecified,0
84041000000107,Type II diabetes mellitus - poor control,type 2,0
841221000000102,Referral to community diabetes clinic (procedure),unspecified,0
841231000000100,Referral to community diabetes specialist clinic ,unspecified,0
84361000119102,Insulin reactive hypoglycemia in type 2 diabetes mellitus,type 2,0
84371000119108,Hypoglycemia due to type 1 diabetes mellitus,type 1,0
843801000000106,Assessment of diabetic ulcer of lower limb,unspecified,0
843811000000108,Assessment of diabetic ulcer of lower leg,unspecified,0
846661000000104,Education about diabetic neuropathy (procedure),unspecified,0
846691000000105,Education about diabetic nephropathy (procedure),unspecified,0
846721000000101,Education about diabetic retinopathy (procedure),unspecified,0
851501000000106,Diabetes clinical pathway (regime/therapy),unspecified,0
851511000000108,Diabetes clinical pathway ,unspecified,0
851991000000108,Diabetes quality of life questionnaire score,unspecified,0
855051000000102,Proteinuric diabetic nephropathy,unspecified,0
856321000000104,O/E - Left diabetic foot at increased risk,unspecified,0
856331000000102,O/E - Right diabetic foot at increased risk,unspecified,0
857921000000103,Provision of written information about diabetes and driving (procedure),unspecified,0
857931000000101,Provision of written information about diabetes and driving ,unspecified,0
86001000000101,O/E - right eye diabetic maculopathy,unspecified,0
860706000,No retinopathy of left eye due to diabetes mellitus,unspecified,0
860707009,No retinopathy of right eye due to diabetes mellitus,unspecified,0
860709007,No maculopathy of left eye due to diabetes mellitus,unspecified,0
860710002,No diabetic maculopathy of right eye,unspecified,0
860711003,No disorder of macula of both eyes due to diabetes mellitus,unspecified,0
860712005,Disorder of macula of bilateral eyes due to diabetes mellitus present (situation),unspecified,0
860721006,Disorder of macula of bilateral eyes due to diabetes mellitus (disorder),unspecified,0
860798008,Glaucoma due to diabetes mellitus,unspecified,0
860883001,Generalised diabetic autonomic neuropathy,unspecified,0
860977000,Ulcer of right foot due to diabetes mellitus (disorder),unspecified,0
860978005,Ulcer of left foot due to diabetes mellitus (disorder),unspecified,0
860979002,Chronic ulcer of right foot due to diabetes mellitus,unspecified,0
860980004,Chronic ulcer of left foot due to diabetes mellitus (disorder),unspecified,0
860981000000106,Referral to dose adjustment for normal eating diabetes structured education programme declined (situation),unspecified,0
860991000000108,Referral to dose adjustment for normal eating diabetes structured education programme declined ,unspecified,0
861491000000107,Diabetic foot screening invitation (procedure),unspecified,0
861501000000101,Diabetic foot screening invitation ,unspecified,0
861531000000107,Diabetic foot screening invitation first letter (procedure),unspecified,0
861541000000103,Diabetic foot screening invitation first letter ,unspecified,0
861551000000100,Diabetic foot screening invitation second letter (procedure),unspecified,0
861561000000102,Diabetic foot screening second letter ,unspecified,0
862481000000103,Diabetic foot screening invitation third letter (procedure),unspecified,0
862491000000101,Diabetic foot screening invitation third letter ,unspecified,0
863879002,At low risk of ulcer of right foot due to diabetes mellitus,unspecified,0
863880004,At low risk of ulcer of left foot due to diabetes mellitus (finding),unspecified,0
863881000,At moderate risk of ulcer of left foot due to diabetes mellitus,unspecified,0
863882007,At risk of ulcer of left foot due to diabetes mellitus,unspecified,0
863883002,At risk of ulcer of right foot due to diabetes mellitus (finding),unspecified,0
863884008,At high risk of ulcer of right foot due to diabetes mellitus (finding),unspecified,0
863885009,At moderate risk of ulcer of right foot due to diabetes mellitus,unspecified,0
863886005,At high risk of ulcer of left foot due to diabetes mellitus (finding),unspecified,0
86561000000106,Health education - diabetes,unspecified,0
866003,Diabetic neuropathy,unspecified,0
866040002,Antidiabetic drug therapy observation (observable entity),unspecified,0
867891000000101,Erectile dysfunction due to diabetes mellitus (disorder),unspecified,0
867901000000100,Erectile dysfunction due to diabetes mellitus ,unspecified,0
86961000000103,Diabetic retinopathy 6 month review,unspecified,0
87031000000109,Diabetic retinopathy screening not indicated,unspecified,0
870420005,Severe nonproliferative retinopathy with venous beading of retina due to diabetes mellitus (disorder),unspecified,0
870421009,Cystoid macular edema due to diabetes mellitus (disorder),unspecified,0
870422002,Assessment of self management of diabetes mellitus (procedure),unspecified,0
870528001,Newly diagnosed type 1 diabetes mellitus (finding),type 1,0
870529009,Persistent macular oedema due to diabetes mellitus,unspecified,0
870681000000109,In-house diabetic foot screening (procedure),unspecified,0
870691000000106,In-house diabetes foot screening ,unspecified,0
870701000000106,In-house diabetic foot screening first appointment (procedure),unspecified,0
870711000000108,In-house diabetic foot screening first appointment ,unspecified,0
870741000000109,In-house diabetic foot screening follow-up appointment (procedure),unspecified,0
870751000000107,In-house diabetic foot screening follow-up appointment ,unspecified,0
870761000000105,Discharge from in-house diabetic foot screening (procedure),unspecified,0
87151000000101,Seen in diabetic foot clinic,unspecified,0
871778008,Centrally involved macular edema due to diabetes mellitus (disorder),unspecified,0
871781003,Non centrally involved macular oedema due to diabetes mellitus,unspecified,0
87221000000102,Under care of diabetologist,unspecified,0
8731000000106,Diabetes administration: [monitoring] or [clinic],unspecified,0
87351000000104,Excepted from diabetes quality indicators: Informed dissent,unspecified,0
8741000000102,Diabetes monitoring admin.NOS,unspecified,0
87441000119104,Ankle ulcer due to type 2 diabetes mellitus (disorder),type 2,0
87451000119102,Heel AND/OR midfoot ulcer due to type 2 diabetes mellitus,type 2,0
87461000119100,Forefoot ulcer due to type 2 diabetes mellitus,type 2,0
87471000119106,Ankle ulcer due to type 1 diabetes mellitus (disorder),type 1,0
87481000119109,Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus,type 1,0
874908001,No evidence of diabetic nephropathy,unspecified,0
87491000119107,Forefoot ulcer due to type 1 diabetes mellitus,type 1,0
876171000000100,Discharge from in-house diabetic foot screening,unspecified,0
876381000000100,Conversion to insulin by diabetes specialist nurse (regime/therapy),unspecified,0
876391000000103,Conversion to insulin by diabetes specialist nurse ,unspecified,0
878859007,Self management of diabetes,unspecified,0
87921000119104,Cranial nerve palsy due to type 2 diabetes mellitus,type 2,0
879782007,Telehealth monitoring for diabetes mellitus (regime/therapy),unspecified,0
884071000000100,Education about diabetes and driving (procedure),unspecified,0
884081000000103,Education about diabetes and driving ,unspecified,0
885931000000100,Diabetes structured education programme not available (situation),unspecified,0
885941000000109,Diabetes structured education programme not available ,unspecified,0
887861000000105,Diabetes Year of Care annual review (regime/therapy),unspecified,0
887871000000103,Diabetes Year of Care annual review ,unspecified,0
888171000000108,Diabetes mellitus in remission (disorder),unspecified,0
888181000000105,Diabetes mellitus in remission ,unspecified,0
888191000000107,Type I diabetes mellitus in remission (disorder),type 1,0
888201000000109,Type I diabetes mellitus in remission ,type 1,0
888211000000106,Type II diabetes mellitus in remission (disorder),type 2,0
888221000000100,Type II diabetes mellitus in remission ,type 2,0
890171006,Ketosis-prone diabetes mellitus,unspecified,0
890821000000102,Diabetic monitoring,unspecified,0
893321000000104,Diabetic education service,unspecified,0
893631000000106,Paediatric diabetic medicine service,unspecified,0
897238003,Diabetes management using closed-loop delivery system,unspecified,0
89841000000103,Exception reporting: diabetes quality indicators,unspecified,0
89971000000101,Excepted from diabetes quality indicators: Patient unsuitable,unspecified,0
89981000000104,Excepted from diabetes quality indicators: Informed dissent,unspecified,0
90721000119101,Chronic kidney disease stage 1 due to type 1 diabetes mellitus (disorder),type 1,0
90731000119103,Chronic kidney disease stage 2 due to type 1 diabetes mellitus,type 1,0
90741000119107,Chronic kidney disease stage 3 due to type 1 diabetes mellitus,type 1,0
90751000119109,Chronic kidney disease stage 4 due to type 1 diabetes mellitus,type 1,0
90761000119106,Chronic kidney disease stage 5 due to type 1 diabetes mellitus (disorder),type 1,0
90771000119100,End stage renal disease on dialysis due to type 1 diabetes mellitus (disorder),type 1,0
90781000119102,Microalbuminuria due to type 2 diabetes mellitus (disorder),type 2,0
90791000119104,End stage renal disease on dialysis due to type 2 diabetes mellitus (disorder),type 2,0
909401000000106,Diabetes Distress Scale 2 item (assessment scale),unspecified,0
909411000000108,Diabetes Distress Scale 2 item ,unspecified,0
909421000000102,Diabetes Distress Scale 2 item score,unspecified,0
909431000000100,Assessment using DDS2 (Diabetes Distress Scale 2),unspecified,0
909441000000109,Diabetes Distress Scale 17 item (assessment scale),unspecified,0
909451000000107,Diabetes Distress Scale 17 item,unspecified,0
910911000000109,Assessment using DDS17 (Diabetes Distress Scale 17),unspecified,0
910931000000101,Diabetes Distress Scale 17 item score,unspecified,0
923361000000106,Diabetic foot care education (procedure),unspecified,0
923371000000104,Diabetes foot care education ,unspecified,0
923461000000103,Lifestyle education for diabetes (procedure),unspecified,0
923471000000105,Lifestyle education regarding diabetes ,unspecified,0
927821000000100,Discharge from secondary care diabetes service (procedure),unspecified,0
927831000000103,Discharge from diabetic service ,unspecified,0
928851000000109,Enquiry about diabetic erectile dysfunction declined (situation),unspecified,0
928861000000107,Enquiry about diabetic erectile dysfunction declined ,unspecified,0
931000172106,Fear of diabetes mellitus,unspecified,0
944141000000108,Diabetic peripheral neuropathic pain (finding),unspecified,0
944151000000106,Diabetic peripheral neuropathic pain ,unspecified,0
944561000000104,Provision of written information about diabetes and hypertension (procedure),unspecified,0
944571000000106,Provision of written information about diabetes and high blood pressure ,unspecified,0
944581000000108,Provision of written information about diabetes and high haemoglobin A1c level (procedure),unspecified,0
944591000000105,Provision of written information about diabetes and high haemoglobin A1c level ,unspecified,0
956781000000107,Joint consultation with practice nurse and community diabetes specialist nurse (procedure),unspecified,0
956791000000109,Joint consultation with practice nurse and community diabetes specialist nurse ,unspecified,0
956921000000109,Joint consultation with General Practitioner and community diabetes specialist nurse (procedure),unspecified,0
956931000000106,Joint consultation with General Practitioner and community diabetes specialist nurse ,unspecified,0
95751000000105,O/E - right eye background diabetic retinopathy,unspecified,0
95761000000108,O/E - left eye background diabetic retinopathy,unspecified,0
95771000000101,O/E - right eye preproliferative diabetic retinopathy,unspecified,0
95781000000104,O/E - left eye preproliferative diabetic retinopathy,unspecified,0
95791000000102,O/E - right eye proliferative diabetic retinopathy,unspecified,0
95801000000103,O/E - left eye proliferative diabetic retinopathy,unspecified,0
95811000000101,O/E - right eye diabetic maculopathy,unspecified,0
95821000000107,O/E - left eye diabetic maculopathy,unspecified,0
959031000000102,Paediatric diabetic medicine care plan,unspecified,0
961931000000109,Diabetes education care plan,unspecified,0
962831000000105,Provision of written information about diabetes and high cholesterol (procedure),unspecified,0
962841000000101,Provision of written information about diabetes and high cholesterol ,unspecified,0
963151000000104,Diabetic medicine service,unspecified,0
96441000119101,Chronic kidney disease due to type 1 diabetes mellitus,type 1,0
965981000000106,Diabetic on non-insulin injectable medication (finding),unspecified,0
966161000000107,Provision of diabetes identity card (procedure),unspecified,0
966371000000102,Has diabetes identity card (finding),unspecified,0
967261000000103,Referral to diabetes service,unspecified,0
968061000000105,Diabetic injection administration education (procedure),unspecified,0
968071000000103,Diabetic injection administration education ,unspecified,0
968451000000103,Not suitable for Diabetes Education and Self Management for Ongoing and Newly Diagnosed programme (finding),unspecified,0
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),type 2,0
97341000119105,Proliferative retinopathy with retinal oedema due to type 2 diabetes mellitus,type 2,0
97621000119107,Stasis ulcer due to type 2 diabetes mellitus (disorder),type 2,0
976341000000101,Diabetic on oral treatment and glucagon-like peptide 1 receptor agonist (finding),unspecified,0
976351000000103,Diabetic on oral treatment and glucagon-like peptide 1 ,unspecified,0
976361000000100,Diabetic on insulin and glucagon-like peptide 1 receptor agonist (finding),unspecified,0
976371000000107,Diabetic on insulin and glucagon-like peptide 1 ,unspecified,0
977201000000107,Recommendation to self-refer for diabetes structured education (procedure),unspecified,0
977211000000109,Recommendation to self-refer for diabetes structured education ,unspecified,0
980351000000105,Young Townson FootSkin Scale for Diabetic Neuropathy (assessment scale),unspecified,0
980361000000108,FootSkin Scale for diabetic neuropathy ,unspecified,0
980371000000101,Assessment using Young Townson FootSkin Scale for Diabetic Neuropathy,unspecified,0
980411000000102,Young Townson FootSkin Scale for Diabetic Neuropathy risk level 1 (finding),unspecified,0
980431000000105,Young Townson FootSkin Scale for Diabetic Neuropathy risk level 2 (finding),unspecified,0
980451000000103,Young Townson FootSkin Scale for Diabetic Neuropathy risk level 3 high risk (finding),unspecified,0
980471000000107,Young Townson FootSkin Scale for Diabetic Neuropathy risk level 4 high risk (finding),unspecified,0
982001,Diabetes with peripheral circulatory disorders,unspecified,0
983451000000106,Diabetic carbohydrate counting diet (finding),unspecified,0
983461000000109,Diabetic carbohydrate counting diet ,unspecified,0
9859006,Insulin-resistant diabetes mellitus AND acanthosis nigricans,unspecified,0
990681000000107,Not suitable for DESMOND (Diabetes Education and Self Management for Ongoing and Newly Diagnosed) programme,unspecified,0
990741000000107,Diabetic on non-insulin injectable medication,unspecified,0
990751000000105,Has diabetes identity card,unspecified,0
990851000000102,Provision of diabetes identity card,unspecified,0
99161000000109,Diabetes mellitus due to insulin receptor antibodies,unspecified,0
99261000000102,Fibrocalculous pancreatic diabetes,unspecified,0
99291000000108,Ischaemic ulcer diabetic foot,unspecified,0
99301000000107,Mixed diabetic ulcer - foot,unspecified,0

